paper_label,paper_estimate_id,url,journal,publication_year,field,context,empirical_strategy,outcome,outcome_type,outcome_subgroup,control_outcome,independent_variable,temporal_scale,sample_size,increase_independent_variable,independent_variable_dummy,is_standardized,log_outcome,mean_outcome,sd_outcome,mean_independant_variable,sd_independent_variable,estimate,standard_error,first_stage_statistic,source_summary_stats,source_results,remarks,open_data
godzinski et al. (2021),222,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,emergency admissions - respiratory,morbidity,all,0,co,daily,6135,1 µg/m³ increase,0,0,0,1.4,NA,407.6,216,2e-4,3e-4,NA,table 1,table 6 - column 1,NA,0
godzinski et al. (2021),223,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,emergency admissions - respiratory,morbidity,all,0,o3,daily,6135,1 µg/m³ increase,0,0,0,1.4,NA,51.5,24,0.0056,0.0019,NA,table 1,table 6 - column 1,NA,0
godzinski et al. (2021),224,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,emergency admissions - respiratory,morbidity,all,0,so2,daily,6135,1 µg/m³ increase,0,0,0,1.4,NA,1,1.5,0.0957,0.035,NA,table 1,table 6 - column 1,NA,0
godzinski et al. (2021),225,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,emergency admissions - respiratory,morbidity,all,0,no2,daily,6135,1 µg/m³ increase,0,0,0,1.4,NA,37.4,NA,0.0026,0.0027,NA,table 1,table 6 - column 1,NA,0
godzinski et al. (2021),226,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,emergency admissions - cardiovascular,morbidity,all,0,pm2.5,daily,6135,1 µg/m³ increase,0,0,0,1.6,NA,16.5,11,8e-4,0.0021,NA,table 1,table 6 - column 2,NA,0
godzinski et al. (2021),227,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,emergency admissions - cardiovascular,morbidity,all,0,co,daily,6135,1 µg/m³ increase,0,0,0,1.6,NA,407.6,216,7e-4,3e-4,NA,table 1,table 6 - column 2,NA,0
godzinski et al. (2021),228,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,emergency admissions - cardiovascular,morbidity,all,0,o3,daily,6135,1 µg/m³ increase,0,0,0,1.6,NA,51.5,24,0.002,0.0018,NA,table 1,table 6 - column 2,NA,0
godzinski et al. (2021),229,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,emergency admissions - cardiovascular,morbidity,all,0,so2,daily,6135,1 µg/m³ increase,0,0,0,1.6,NA,1,1.5,-0.025,0.0342,NA,table 1,table 6 - column 2,NA,0
godzinski et al. (2021),230,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,emergency admissions - cardiovascular,morbidity,all,0,no2,daily,6135,1 µg/m³ increase,0,0,0,1.6,NA,37.4,NA,-0.0028,0.0026,NA,table 1,table 6 - column 2,NA,0
godzinski et al. (2021),231,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,emergency admissions - digestive,morbidity,all,1,pm2.5,daily,6135,1 µg/m³ increase,0,0,0,1.4,NA,16.5,11,-0.0036,0.0018,NA,table 1,table 6 - column 3,NA,0
godzinski et al. (2021),232,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,emergency admissions - digestive,morbidity,all,1,co,daily,6135,1 µg/m³ increase,0,0,0,1.4,NA,407.6,216,-1e-4,2e-4,NA,table 1,table 6 - column 3,NA,0
godzinski et al. (2021),233,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,emergency admissions - digestive,morbidity,all,1,o3,daily,6135,1 µg/m³ increase,0,0,0,1.4,NA,51.5,24,-0.0026,0.0017,NA,table 1,table 6 - column 3,NA,0
godzinski et al. (2021),234,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,emergency admissions - digestive,morbidity,all,1,so2,daily,6135,1 µg/m³ increase,0,0,0,1.4,NA,1,1.5,-0.0049,0.0296,NA,table 1,table 6 - column 3,NA,0
godzinski et al. (2021),235,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,emergency admissions - digestive,morbidity,all,0,no2,daily,6135,1 µg/m³ increase,0,0,0,1.4,NA,37.4,NA,0.001,0.0021,NA,table 1,table 6 - column 3,NA,0
godzinski et al. (2021),236,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - respiratory,mortality,all,0,pm2.5,daily,6135,1 µg/m³ increase,0,0,0,0.5,NA,16.5,11,0.0019,0.0011,NA,table 1,table 6 - column 4,NA,0
godzinski et al. (2021),237,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - respiratory,mortality,all,0,co,daily,6135,1 µg/m³ increase,0,0,0,0.5,NA,407.6,216,1e-4,1e-4,NA,table 1,table 6 - column 4,NA,0
godzinski et al. (2021),238,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - respiratory,mortality,all,0,o3,daily,6135,1 µg/m³ increase,0,0,0,0.5,NA,51.5,24,-7e-4,0.001,NA,table 1,table 6 - column 4,NA,0
godzinski et al. (2021),239,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - respiratory,mortality,all,0,so2,daily,6135,1 µg/m³ increase,0,0,0,0.5,NA,1,1.5,0.0381,0.0159,NA,table 1,table 6 - column 4,NA,0
godzinski et al. (2021),240,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - respiratory,mortality,all,0,no2,daily,6135,1 µg/m³ increase,0,0,0,0.5,NA,37.4,NA,4e-4,0.0014,NA,table 1,table 6 - column 4,NA,0
godzinski et al. (2021),241,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - cardiovascular,mortality,all,0,pm2.5,daily,6135,1 µg/m³ increase,0,0,0,0.9,NA,16.5,11,0.0042,0.0016,NA,table 1,table 6 - column 5,NA,0
godzinski et al. (2021),242,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - cardiovascular,mortality,all,0,co,daily,6135,1 µg/m³ increase,0,0,0,0.9,NA,407.6,216,1e-4,2e-4,NA,table 1,table 6 - column 5,NA,0
godzinski et al. (2021),243,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - cardiovascular,mortality,all,0,o3,daily,6135,1 µg/m³ increase,0,0,0,0.9,NA,51.5,24,0.0012,0.0015,NA,table 1,table 6 - column 5,NA,0
godzinski et al. (2021),244,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - cardiovascular,mortality,all,0,so2,daily,6135,1 µg/m³ increase,0,0,0,0.9,NA,1,1.5,0.0196,0.0238,NA,table 1,table 6 - column 5,NA,0
godzinski et al. (2021),245,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - cardiovascular,mortality,all,0,no2,daily,6135,1 µg/m³ increase,0,0,0,0.9,NA,37.4,NA,7e-4,0.0019,NA,table 1,table 6 - column 5,NA,0
godzinski et al. (2021),246,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - digestive,mortality,all,1,pm2.5,daily,6135,1 µg/m³ increase,0,0,0,0.2,NA,16.5,11,0.001,7e-4,NA,table 1,table 6 - column 6,NA,0
godzinski et al. (2021),247,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - digestive,mortality,all,1,co,daily,6135,1 µg/m³ increase,0,0,0,0.2,NA,407.6,216,-2e-5,1e-4,NA,table 1,table 6 - column 6,NA,0
godzinski et al. (2021),248,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - digestive,mortality,all,1,o3,daily,6135,1 µg/m³ increase,0,0,0,0.2,NA,51.5,24,6e-4,6e-4,NA,table 1,table 6 - column 6,NA,0
godzinski et al. (2021),249,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - digestive,mortality,all,1,so2,daily,6135,1 µg/m³ increase,0,0,0,0.2,NA,1,1.5,-0.002,0.0109,NA,table 1,table 6 - column 6,NA,0
godzinski et al. (2021),250,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000668,JEEME,2021,economics,"largest urban areas, france",multi pollutant iv-lasso models,mortality - digestive,mortality,all,1,no2,daily,6135,1 µg/m³ increase,0,0,0,0.2,NA,37.4,NA,-7e-4,8e-4,NA,table 1,table 6 - column 6,NA,0
guidetti et al. (2021),251,https://www.aeaweb.org/articles?id=10.1257/pandp.20211031,AEA Papers & Proceedings,2021,economics,"sao paulo metropolitan area, brazil",conventional time series,respiratory admissions - children 1-5 years old,morbidity,children,0,pm10,daily,89492,1 µg/m³ increase in pm10,0,0,0,62.57,147.6391,2.99,1.397141,0.65,0.465,NA,table a1,table a2 - column 1,we computed the standard deviations of the dependant and independent variables using the data provided by the authors.,1
guidetti et al. (2021),252,https://www.aeaweb.org/articles?id=10.1257/pandp.20211031,AEA Papers & Proceedings,2021,economics,"sao paulo metropolitan area, brazil",conventional time series,asthma admissions - children 1-5 years old,morbidity,children,0,pm10,daily,89492,1 µg/m³ increase in pm10,0,0,0,6.63,42.30351,2.99,1.397141,0.1,0.113,NA,table a1,table a2 - column 2,we computed the standard deviations of the dependant and independent variables using the data provided by the authors.,1
guidetti et al. (2021),253,https://www.aeaweb.org/articles?id=10.1257/pandp.20211031,AEA Papers & Proceedings,2021,economics,"sao paulo metropolitan area, brazil",conventional time series,pneumonia admissions - children 1-5 years old,morbidity,children,0,pm10,daily,89492,1 µg/m³ increase in pm10,0,0,0,34.21,98.55304,2.99,1.397141,0.27,0.278,NA,table a1,table a2 - column 3,we computed the standard deviations of the dependant and independent variables using the data provided by the authors.,1
guidetti et al. (2021),254,https://www.aeaweb.org/articles?id=10.1257/pandp.20211031,AEA Papers & Proceedings,2021,economics,"sao paulo metropolitan area, brazil",conventional time series,influenza admissions - children 1-5 years old,morbidity,children,0,pm10,daily,89492,1 µg/m³ increase in pm10,0,0,0,0.18,9.84828,2.99,1.397141,0.03,0.017,NA,table a1,table a2 - column 4,we computed the standard deviations of the dependant and independent variables using the data provided by the authors.,1
guidetti et al. (2021),255,https://www.aeaweb.org/articles?id=10.1257/pandp.20211031,AEA Papers & Proceedings,2021,economics,"sao paulo metropolitan area, brazil",conventional time series,epilepsy admissions - children 1-5 years old,morbidity,children,0,pm10,daily,89492,1 µg/m³ increase in pm10,0,0,0,2.32,22.60342,2.99,1.397141,0.07,0.053,NA,table a1,table a2 - column 1,we computed the standard deviations of the dependant and independent variables using the data provided by the authors.,1
guidetti et al. (2021),256,https://www.aeaweb.org/articles?id=10.1257/pandp.20211031,AEA Papers & Proceedings,2021,economics,"sao paulo metropolitan area, brazil",conventional time series,phimosis admissions - children 1-5 years old,morbidity,children,0,pm10,daily,89492,1 µg/m³ increase in pm10,0,0,0,7.6,52.05993,2.99,1.397141,0.13,0.145,NA,table a1,table a2 - column 2,we computed the standard deviations of the dependant and independent variables using the data provided by the authors.,1
guidetti et al. (2021),257,https://www.aeaweb.org/articles?id=10.1257/pandp.20211031,AEA Papers & Proceedings,2021,economics,"sao paulo metropolitan area, brazil",conventional time series,appendicitis admissions - children 1-5 years old,morbidity,children,1,pm10,daily,89492,1 µg/m³ increase in pm10,0,0,0,0.82,15.1906,2.99,1.397141,0.03,0.029,NA,table a1,table a2 - column 3,we computed the standard deviations of the dependant and independent variables using the data provided by the authors.,1
guidetti et al. (2021),258,https://www.aeaweb.org/articles?id=10.1257/pandp.20211031,AEA Papers & Proceedings,2021,economics,"sao paulo metropolitan area, brazil",conventional time series,fracture admissions - children 1-5 years old,morbidity,children,1,pm10,daily,89492,1 µg/m³ increase in pm10,0,0,0,0.94,17.74805,2.99,1.397141,0.03,0.034,NA,table a1,table a2 - column 4,we computed the standard deviations of the dependant and independent variables using the data provided by the authors.,1
guidetti et al. (2021),259,https://www.aeaweb.org/articles?id=10.1257/pandp.20211031,AEA Papers & Proceedings,2021,economics,"sao paulo metropolitan area, brazil",instrumental variable,respiratory admissions - children 1-5 years old,morbidity,children,0,pm10,daily,89492,1 µg/m³ increase in pm10,0,0,0,62.57,147.6391,2.99,1.397141,4.55,1.35,NA,table a1,table 1 - column 1,we computed the standard deviations of the dependant and independent variables using the data provided by the authors.,1
guidetti et al. (2021),260,https://www.aeaweb.org/articles?id=10.1257/pandp.20211031,AEA Papers & Proceedings,2021,economics,"sao paulo metropolitan area, brazil",instrumental variable,asthma admissions - children 1-5 years old,morbidity,children,0,pm10,daily,89492,1 µg/m³ increase in pm10,0,0,0,6.63,42.30351,2.99,1.397141,0.99,0.41,NA,table a1,table 1 - column 2,we computed the standard deviations of the dependant and independent variables using the data provided by the authors.,1
guidetti et al. (2021),261,https://www.aeaweb.org/articles?id=10.1257/pandp.20211031,AEA Papers & Proceedings,2021,economics,"sao paulo metropolitan area, brazil",instrumental variable,pneumonia admissions - children 1-5 years old,morbidity,children,0,pm10,daily,89492,1 µg/m³ increase in pm10,0,0,0,34.21,98.55304,2.99,1.397141,2.35,1,NA,table a1,table 1 - column 3,we computed the standard deviations of the dependant and independent variables using the data provided by the authors.,1
guidetti et al. (2021),262,https://www.aeaweb.org/articles?id=10.1257/pandp.20211031,AEA Papers & Proceedings,2021,economics,"sao paulo metropolitan area, brazil",instrumental variable,influenza admissions - children 1-5 years old,morbidity,children,0,pm10,daily,89492,1 µg/m³ increase in pm10,0,0,0,0.18,9.84828,2.99,1.397141,0.08,0.04,NA,table a1,table 1 - column 4,we computed the standard deviations of the dependant and independent variables using the data provided by the authors.,1
guidetti et al. (2021),263,https://www.aeaweb.org/articles?id=10.1257/pandp.20211031,AEA Papers & Proceedings,2021,economics,"sao paulo metropolitan area, brazil",instrumental variable,epilepsy admissions - children 1-5 years old,morbidity,children,0,pm10,daily,89492,1 µg/m³ increase in pm10,0,0,0,2.32,22.60342,2.99,1.397141,-0.28,0.13,NA,table a1,table 1 - column 1,we computed the standard deviations of the dependant and independent variables using the data provided by the authors.,1
